e6786	r0	e79124
e15359	r0	e2423
e42322	r1	e81289
e22562	r0	e27463
e36736	r0	e72960
e65424	r0	e65
e17587	r1	e60966
e27441	r1	e51124
e12769	r0	e31856
e13	r2	<http://rdffreebasecom/ns/m027kmb8>
e14027	r3	e5772
e76949	r0	e34744
e65543	r1	e57119
e65543	r3	e59436
e8920	r0	e5065
e30732	r3	e84830
e79693	r3	e20112
e1725	r3	e61809
e1725	r3	e33277
e26	r3	e22283
e26	r2	<http://rdffreebasecom/ns/m0dcxqd>
e26	r2	<http://dbpedia.org/resource/3>
e27	r3	e22283
e27	r2	<http://rdffreebasecom/ns/m0frn6l5>
e27	r2	<http://dbpedia.org/resource/2>
e28	r3	e22283
e28	r2	<http://rdffreebasecom/ns/m0g6vk6b>
e28	r2	<http://dbpedia.org/resource/1>
e30	r3	e22283
e30	r2	<http://rdffreebasecom/ns/m0152x61>
e32	r3	e22283
e32	r2	<http://rdffreebasecom/ns/m01sqftw>
e32	r2	<http://dbpedia.org/resource/7>
e10652	r0	e27248
e33	r3	e22283
e33	r2	<http://rdffreebasecom/ns/m0skdwbn>
e33	r2	<http://dbpedia.org/resource/6>
e35	r3	e22283
e35	r2	<http://rdffreebasecom/ns/m0mn3t3c>
e35	r2	<http://dbpedia.org/resource/5>
e36	r3	e22283
e36	r2	<http://rdffreebasecom/ns/m0mk7w4w>
e36	r2	<http://dbpedia.org/resource/4>
e39	r3	e22283
e39	r2	<http://rdffreebasecom/ns/m010dhf8l>
e39	r2	<http://dbpedia.org/resource/9>
e40	r3	e22283
e40	r2	<http://dbpedia.org/resource/8>
e43	r0	e70533
e66	r0	e72682
e66	r1	e58857
e66	r1	e85413
e66	r1	e57119
e66	r1	e13868
e66	r1	e69
e66	r1	e22630
e66	r1	e83347
e66	r1	e81471
e66	r1	e63595
e66	r1	e33620
e66	r1	e12178
e67	r0	e75341
e67	r1	e595
e67	r1	e83257
e67	r1	e33620
e67	r1	e12178
e67	r1	e85413
e67	r1	e62680
e67	r1	e82191
e67	r1	e22630
e67	r1	e31523
e67	r1	e29853
e67	r1	e78904
e67	r1	e71263
e67	r1	e83269
e67	r1	e34823
e67	r1	e54589
e67	r1	e64075
e67	r1	e24542
e67	r1	e70605
e67	r1	e13868
e67	r1	e14508
e67	r1	e83347
e67	r1	e81471
e67	r1	e4023
e67	r1	e57709
e67	r3	e33620
e64	r1	e85413
e64	r1	e28534
e64	r1	e63595
e64	r1	e33620
e65	r1	e85413
e65	r1	e84127
e65	r1	e33620
e26084	r1	e41920
e65676	r3	e25100
e68	r0	e63987
e68	r1	e57119
e68	r1	e33620
e68	r1	e85413
e68	r1	e30047
e68	r1	e32642
e68	r3	e33620
e69	r1	e63595
e69	r1	e33620
e69	r1	e85413
e69	r1	e57119
e75	r0	e14607
e75	r4	e49757
e75	r1	e33620
e76	r1	e85413
e78	r0	e69477
e78	r1	e63595
e78	r1	e58857
e78	r1	e12178
e78	r1	e74261
e78	r1	e85413
e78	r1	e34823
e78	r1	e64075
e78	r1	e13868
e78	r1	e60827
e78	r1	e82191
e78	r1	e83347
e78	r1	e29853
e78	r1	e78904
e78	r1	e81471
e78	r1	e2051
e78	r1	e33620
e80	r1	e85473
e80	r1	e60827
e80	r1	e85413
e80	r1	e33620
e80	r1	e30225
e88	r1	e33620
e88	r1	e27870
e83	r3	e26346
e86	r1	e43110
e86	r1	e36063
e86	r1	e75101
e86	r1	e21611
e86	r1	e15262
e86	r1	e12758
e86	r1	e79670
e86	r1	e27149
e86	r1	e396
e86	r1	e65935
e86	r1	e24156
e86	r1	e72193
e86	r1	e42455
e86	r1	e73781
e86	r1	e38810
e86	r1	e23413
e86	r1	e26776
e86	r1	e78273
e86	r1	e43909
e86	r1	e79013
e86	r1	e30293
e86	r1	e6403
e86	r1	e75118
e86	r1	e25105
e86	r1	e68943
e86	r1	e35637
e86	r1	e10792
e86	r1	e10868
e8219	r3	e53557
e94	r0	e41377
e94	r1	e33620
e94	r1	e85413
e94	r3	e1242
e94	r1	e15688
e54	r0	e56839
e54	r2	<http://rdffreebasecom/ns/m0llj2_2>
e95	r1	e63595
e95	r3	e40475
e95	r1	e34823
e95	r1	e70605
e95	r1	e64075
e95	r1	e62680
e95	r1	e13868
e95	r1	e82191
e95	r1	e31523
e95	r1	e22630
e95	r1	e83347
e95	r1	e29853
e95	r1	e78904
e95	r1	e81471
e95	r1	e83269
e89	r1	e73345
e89	r1	e85413
e89	r4	e49757
e89	r1	e33620
e89	r1	e36491
e89	r1	e85473
e89	r1	e12178
e58	r2	<http://rdffreebasecom/ns/m0lq8g1z>
e91	r0	e48936
e91	r1	e73345
e91	r1	e34172
e91	r1	e62680
e91	r1	e67337
e91	r1	e32642
e91	r1	e82191
e91	r1	e31523
e91	r1	e22630
e91	r1	e29853
e91	r1	e78904
e91	r1	e83269
e91	r1	e73043
e91	r1	e34823
e91	r1	e64075
e91	r1	e70605
e91	r1	e21192
e91	r1	e29171
e91	r1	e13868
e91	r1	e14405
e91	r1	e24156
e91	r1	e83347
e91	r1	e81471
e91	r1	e21125
e91	r1	e85413
e91	r1	e15453
e91	r1	e11485
e91	r1	e33620
e91	r1	e63595
